Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
073fdc0a523db388c333ff176d471f47d3369e19,"Merge pull request #226 from dzen/master

Fix MarkupSafe dependancy case","['f15b814dcba6aa12bc74d1f7d0c881d55f7126be', '70a2bc0e58c211bdd86e89abd29ec12b2387b6fa']",True,[]
3fc008b6297d276d35e167a4946eb9b9445558a6,fix a bunch of typos in the documentation,['073fdc0a523db388c333ff176d471f47d3369e19'],False,"['docs\\api.rst', 'docs\\extensions.rst', 'docs\\sandbox.rst', 'docs\\templates.rst', 'docs\\tricks.rst', 'jinja2\\nodes.py']"
342e88a6c43276e4e5c7e8fd9a83c9f6fee4d6b2,Fixed a bug with call_filter not working properly,['5ca25297d0cffa171ff6304ff9be6a38834be55d'],False,"['CHANGES', 'jinja2\\environment.py', 'jinja2\\testsuite\\filters.py']"
dc3b431829afa616f11f3d781bfabe573e54f40c,"Fix Python 3 compatibility of BytecodeCache by checking for `if
isinstance(filename, text_type)` instead of `if isinstance(filename,
unicode)`",['10707853c4a0a02d52233581375be246e0d33598'],False,['jinja2\\bccache.py']
f25707c4205e8f49cfd528eaaa180ef20fc439e2,Fixed a syntax error on Python 3,['f18deb623ca56b8b8315e8b179ab6138c02778c3'],False,['jinja2\\bccache.py']
972feb4da2adbd91cee7856085ac9cb6c9d58f6b,Fix typo.,['27ffd01f95cad7740497a32b22e4ef9d29762162'],False,['docs\\tricks.rst']
4eb30f1dec22a3f803d910477eead35271b771e0,"Fix loop context length calculation for iterators. Fixes #244

This resulted in wrong values for revindex and revindex0
while looping over an iterator.",['27ffd01f95cad7740497a32b22e4ef9d29762162'],False,"['jinja2\\runtime.py', 'jinja2\\testsuite\\core_tags.py']"
25d83a4102774266e8b6ba3cf75ca4cb5c60c78b,"fix os.name of Windows

os.name of Windows is 'nt', https://docs.python.org/3.4/library/os.html#os.name",['b7d13f278753d057bb3765b4d4a672c351d88bf3'],False,['jinja2\\bccache.py']
4dd06e72c3a4ef131aac6508aad66326dd9e5966,"Merge pull request #331 from SteelyWing/patch-1

fix os.name of Windows","['72a93c8e73a87b13ae8e2fb38a046a3e21f43806', '25d83a4102774266e8b6ba3cf75ca4cb5c60c78b']",True,[]
e2e34a0ec1c9ea892aa1627557453c291bd73224,"Merge pull request #315 from lazka/fix-iter-length

Fix loop context length calculation for iterators. Fixes #244","['65ae6e20ac13558a21d3c697b3064f72d352add9', '4eb30f1dec22a3f803d910477eead35271b771e0']",True,[]
06badebe3b0985c9fe3365ab446f690d1af3a512,Fix for #304,['c8c70ff597572577bc5d1dcf80f8910f8bc59f7c'],False,['jinja2\\lexer.py']
fff365eb0b841ee7bf212525f0433b047e780996,"Merge pull request #310 from vivekagr/patch-1

Fix typo.","['7b32f8f8d1c2970a83ce8565a6e0d581a4187ded', '972feb4da2adbd91cee7856085ac9cb6c9d58f6b']",True,[]
964c61ce79f6748ff8c583e2eb12ec54082bf188,"Fix CVE-2014-0012

Add checks for the per-user temporary directory.  If it already exists, make
sure that it:
- is owned by the current user
- is directory
- has expected permissions

This commit also fixes:
- nt -> n typo pointed out in the review of acb672b
- replace 448 with stat.S_IRWXU when setting directory mode

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>",['5662125f794f41ac73849a95a9e572e0e5a98b4e'],False,['jinja2\\bccache.py']
183e4787b25e6ea18221bfd1a6b18fc1d07b7a0e,"Fix missing "" in docs/tricks.rst",['c97fa109d38b5367ce3efffb6e435d007dc55920'],False,['docs\\tricks.rst']
de08e059a6f1cc3cb152484fbcde88352bfc73b8,"fix typo ""possible to defined"" -> define",['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,['docs\\tricks.rst']
960138bd15cdb267911d3d58607a4265a3517452,fix trivial typo (side -> size),['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,['jinja2\\debug.py']
4e7f44ad071fa3c11d055bafa47bc66c455b1a75,"Fix incorrect truncate filter docs

Examples contrary to behavior and description of killwords argument.",['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,['jinja2\\filters.py']
c0734709b3af160b9e01734014be892338b7100e,Fix typo,['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,['jinja2\\utils.py']
cf845c99ef2fb01b01bf912dc9a0f2a9b973fa60,grammar fix,['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,['docs\\templates.rst']
9bf5fcbb3b3c7c917a3e5b612231cc7767f3f042,Fix number test failing for long in Python 2,['85820fceb83569df62fa5e6b9b0f2f76b7c6a3cf'],False,"['CHANGES', 'jinja2\\_compat.py', 'jinja2\\tests.py', 'jinja2\\testsuite\\tests.py']"
c6c6ea14375db6fb6a23a8bca533a6e388356422,"Merge pull request #406 from ThiefMaster/number-test-fix

Fix `long_integer is number` check in Python 2","['d09edda04a40b8f050a34064bfd9f414755e174c', '1e73c09137a8047dd5636914115a1b2557903e02']",True,[]
e41e76cd3318d7a689a14be1740a73e087242f0c,"Disallow f(x, y=1, z) and similar nonsense

Python rejects such function definitions because it doesn't make much
sense to have arguments with no default values after arguments with
default values.

Jinja did allow them, but handled them improperly (associating the
default value with the wrong argument).

Due to how broken the current behavior is, it makes more sense to reject
templates containing such defintions instead of trying to handle them
properly. Both cases are going to break existing code containing such
definitions, but besides the fact that possibly no such code exists it
is better to fail with a clear error than to silently change the values
of arguments.

This fixes #364",['c6c6ea14375db6fb6a23a8bca533a6e388356422'],False,"['CHANGES', 'jinja2\\parser.py', 'jinja2\\testsuite\\core_tags.py']"
c251d8a577592caeca7c7380571fd34887fae3dd,fix copy-pasted typo in filter docstrings,['d0b35415adc45681a90b6f6868f4a6ba97141523'],False,['jinja2\\filters.py']
9e8a9b8974818080e55a0d4a2eb0c6f9ee3c2de2,"Merge pull request #413 from hmeine/master

fix copy-pasted typo in filter docstrings","['d0b35415adc45681a90b6f6868f4a6ba97141523', 'c251d8a577592caeca7c7380571fd34887fae3dd']",True,[]
dd31dbad697d789c5d5340d92ec87646c5452fcb,"Merge pull request #398 from cerivera/master

grammar fix","['1f3a09b913aad10ead81c0f7c6f1bca13ba0ae7e', 'cf845c99ef2fb01b01bf912dc9a0f2a9b973fa60']",True,[]
e5de47f5a1a0ca88b9cf6a55dae0ccc068a8c414,"Merge pull request #397 from utzig/master

Fix typo","['dd31dbad697d789c5d5340d92ec87646c5452fcb', 'c0734709b3af160b9e01734014be892338b7100e']",True,[]
c890d9d71fdec7241e8efcf09a7dca38a4fb7b1e,"Merge pull request #388 from olegpesok/truncateDocFix

Fix incorrect truncate filter docs","['242cd2c521be2ad8eb9a8d8f80788aa7e99ffec6', '4e7f44ad071fa3c11d055bafa47bc66c455b1a75']",True,[]
e2ec123cd3ebe06898b5ff09818cb1483f03e7bd,"Merge pull request #383 from rbtcollins/patch-1

fix trivial typo (side -> size)","['92278b782f71f85fcf09c59e4289a761a4e8c629', '960138bd15cdb267911d3d58607a4265a3517452']",True,[]
d97db3fdd9e98371c797c09e1d5cf6ad8b10af27,"Merge pull request #370 from BillyWM/patch-1

fix typo ""makes sense to defined"" -> define","['c837008826a44a708ad42651a1cc1692c67ae415', 'de08e059a6f1cc3cb152484fbcde88352bfc73b8']",True,[]
714ee3fadabd8ca7659c6651aa0d65414a50c506,"Merge pull request #345 from hszcg/patch-1

Fix missing "" in docs/tricks.rst","['b1851eb649c4ae463b261d268df5c440202016a4', '183e4787b25e6ea18221bfd1a6b18fc1d07b7a0e']",True,[]
a1f76f92a182e3afbd7e9d221cf7ece8b89649a6,"Import from correct location.

Fix #259",['8fc231a1199066f63cb464081970ad12fa8b2567'],False,['docs\\jinjaext.py']
e0615edb7590591356384465fec8413ebbeece8c,"Fix literal \ characters at the end of a string

Given a statement like `{% set sep = '\\' %}`, the syntax highlighter was considering the literal `'\\'` to be a literal quote inside the string by matching `\'` and thus highlighting the rest of the entire document as a string.

This change fixes that issue by adding some regex to ensure that an escaped quote is preceded by an uneven number of slashes (that is, `'\\\\\''` would accept the literal string `\\'` without issues). A`""` quoted string is modified the same way.",['1b7a7f4f2f64d3aea17d2b2b90789ae86dd376b1'],False,['ext\\Vim\\jinja.vim']
599c1360bc42ae9ca21525299d92c6cd9ba887b5,"Fix doctests

Fix #427",['1c5f1e8d85bdb2e0157685a61d3c9dda41108a7c'],False,"['jinja2\\environment.py', 'jinja2\\meta.py', 'jinja2\\runtime.py', 'jinja2\\sandbox.py', 'scripts\\jinja2-debug.py', 'setup.cfg']"
a1fb63c7ad218aa253595837bc01fbe4ef9b8a7a,Fix travis,['0349f9bfd0ea7844d96f6a94bef17ccf0ef718d0'],False,['.travis.yml']
1ae49941f8d2c4cb88a8cb952d095a7b1e1a90fe,Fix #433,['a1f76f92a182e3afbd7e9d221cf7ece8b89649a6'],False,['jinja2\\_compat.py']
e1184d251a550a52fee47a0dc9d7d1e1090a4ac3,Fix syntax error,['1ae49941f8d2c4cb88a8cb952d095a7b1e1a90fe'],False,['jinja2\\_compat.py']
972c03055228fd1c5c692f1ad8c717946d88498c,Fix a few small typos in the docs,['502050c9dc677414a1b0261b40f4999334fd4ba6'],False,"['docs\\api.rst', 'docs\\faq.rst', 'docs\\switching.rst']"
a0d47b9cf9fb31b9a373c202a828a689b9837bf1,"Merge pull request #437 from alexwlchan/master

Fix a few small typos in the docs","['502050c9dc677414a1b0261b40f4999334fd4ba6', '972c03055228fd1c5c692f1ad8c717946d88498c']",True,[]
fa3a3022cd242c4ce61d4089d79c018a8ce67cf8,"FIX EXAMPLE:
No longer working with current code base
since the TokenStream.next() method was removed.",['bd93bf35111d73eb00ef6597a1ec002170c1cd87'],False,['docs\\cache_extension.py']
f4ddad8b44258fde8f70ee1b06f7ee03906cf661,fix the fancy tracebacks on Python 3,['bd93bf35111d73eb00ef6597a1ec002170c1cd87'],False,['jinja2\\debug.py']
cdad3e6557e96c0d1eaaa8ae1f64077ffee5b7be,Fix typos and grammar in Readme,['bd93bf35111d73eb00ef6597a1ec002170c1cd87'],False,['README.rst']
d9346a8a78764ce528a5550177347a9c6f83c89b,"Merge pull request #453 from jeffwidman/patch-1

Fix typos and grammar in Readme","['bd93bf35111d73eb00ef6597a1ec002170c1cd87', 'cdad3e6557e96c0d1eaaa8ae1f64077ffee5b7be']",True,[]
f6b654de615de61a9ca79e7ccecf7b4a8bf90ec0,Fix typo,['46acbf02ed9ab58c7a92553c95790e75bdc3c930'],False,"['docs\\api.rst', 'jinja2\\loaders.py']"
45fe80e8a32fc1c1a04dfbb0d55b2255f438221f,"Merge branch 'merwok-patch-1'

Fix #455","['46acbf02ed9ab58c7a92553c95790e75bdc3c930', 'f6b654de615de61a9ca79e7ccecf7b4a8bf90ec0']",True,[]
676fd8c6b29c8f72a7296d2f6016e9b292942c25,"Sort filters, remove dupes

Fix #454",['45fe80e8a32fc1c1a04dfbb0d55b2255f438221f'],False,['jinja2\\filters.py']
d2ffef5813678c1dd012d6f92d30bdc8034d2c71,"Merge pull request #450 from jenisys/fixdoc.extension_example

FIX DOC-EXAMPLE: cache_extension.py","['676fd8c6b29c8f72a7296d2f6016e9b292942c25', 'fa3a3022cd242c4ce61d4089d79c018a8ce67cf8']",True,[]
fd7970ca83eac19a7d2a6c5f77a05e011d9f03ab,Fix syntax error,['06a8f5b75ce2cb3e20d2da5c160570e6ab1b7c02'],False,['jinja2\\filters.py']
ea07af81bf63249fdffff1d6b1bcf7d5e93d4ff0,"Fix typo: ""the iterates"" > ""that iterates""

In filters.py.",['fd7970ca83eac19a7d2a6c5f77a05e011d9f03ab'],False,['jinja2\\filters.py']
08652a147a55db8725bd177e5a82e5cf36ddd42a,"Merge pull request #461 from StevenMaude/patch-1

Fix typo: ""the iterates"" > ""that iterates""","['fd7970ca83eac19a7d2a6c5f77a05e011d9f03ab', 'ea07af81bf63249fdffff1d6b1bcf7d5e93d4ff0']",True,[]
e15037478a24841cddc38cdb7150d132b3895612,"Merge pull request #425 from highlyunavailable/master

Fix literal \ characters at the end of a string","['08652a147a55db8725bd177e5a82e5cf36ddd42a', 'e0615edb7590591356384465fec8413ebbeece8c']",True,[]
c51e3ab6aa802a20f809cad0ea3208e87ef76a35,Fix typo.,['b78f2617b04cc549ed5fea4eca944c4d8054d187'],False,['jinja2\\filters.py']
9e72f38702d6309eb0673a575d413a529a279652,"Merge pull request #523 from alimony/patch-1

Fix typo.","['b78f2617b04cc549ed5fea4eca944c4d8054d187', 'c51e3ab6aa802a20f809cad0ea3208e87ef76a35']",True,[]
678b4887e414ee6827946b0f9ee527112f0cd3ac,docs: Integration link fix,['9e72f38702d6309eb0673a575d413a529a279652'],False,['docs\\integration.rst']
5b498453b5898257b2287f14ef6c363799f1405a,"Merge pull request #526 from ioab/master

docs: Integration link fix","['9e72f38702d6309eb0673a575d413a529a279652', '678b4887e414ee6827946b0f9ee527112f0cd3ac']",True,[]
99a78e0a0ff09c94fb35dd254620ae84830253d8,link fix (#527),['935d330b6855470a0e44f6474f778859a2e5542f'],False,['docs\\integration.rst']
345e0ba5d62a2a50d10a4808c912bbff60bb5db1,Fix typo (#531),['99a78e0a0ff09c94fb35dd254620ae84830253d8'],False,['docs\\api.rst']
d48cb2129c71fd4b2b29807433a15fe73ae295d3,Fixed typo/grammar error (#532),['f40da1bb9908902ee6f795f5e8edd8362506ebf8'],False,['docs\\api.rst']
d760b78a2f74156f6db85f5f50304b906f3f5d6b,"standard tox/travis config
fix pytest warning, don't prefix non-testcase classes with Test",['d48cb2129c71fd4b2b29807433a15fe73ae295d3'],False,"['.gitignore', '.travis.yml', 'tests\\test_ext.py', 'tox.ini']"
89d05accf9a1a8c64b200dfb2947624da362c4a4,"Merge branch 'snoack-issue-466' into 2.8-maintenance

Fix #467
Fix #466","['8189d2164dd671c7607771cc132c684f512b8bee', 'd4f0dd9032ce82421b3525a1236679c1380f42d4']",True,[]
dec12639ca21dc744f8077ab2633c0f7e3332701,Fix the typo,['6d2d3b88e1de1c37d83dc65e636f9e9ca9c7bae0'],False,['docs\\templates.rst']
ec8452f6db4bd474858758e9eca123222bd7dc3f,"Merge pull request #570 from mr-m/patch-1

Fix the typo in templates.rst","['6d2d3b88e1de1c37d83dc65e636f9e9ca9c7bae0', 'dec12639ca21dc744f8077ab2633c0f7e3332701']",True,[]
b927c9f27115de078f143ea23f6fb25e7ae204cd,"README - fixes (#578)

* Add syntax highlighting
* Fix build table which doesn't display on Github RST renderer",['d9b879d1f9388b5cb4679b816767d41abe6e3829'],False,['README.rst']
7d8ec0f3e8c731c835f59825c1ad5b92c9339886,"Change cache key definitiion in environment

In 6671b973e6de5abc46829a27fd3bbb989d68ca3a the load_template method
was altered to use a cache key other than the template name. The key
chosen was the abs path as returned from the loader get_source
method. Unless there is no path in which case the name is
used. Unfortunately this introduced a performance regression, #485, as
the get_source method (in the FileStoreLoader) loads the template
(causing IO).

The purpose of #332 was to allow the loader to change whilst ensuring
the correct template was loaded, i.e. to fix this case

    env.loader = loader1
    env.get_template('index.html') # return loader1/index.html
    env.loader = loader2
    env.get_template('index.html') # also return loader1/index.html because of cache

This commit changes the cache key to be a tuple of the id(loader) and
the template name. Therefore fixing the above case without calling the
get_source method and thereby avoiding the IO load.

A test has been added to ensure the above case works as expected, this
required a minor refactor of the caching tests.",['b927c9f27115de078f143ea23f6fb25e7ae204cd'],False,"['jinja2\\environment.py', 'tests\\test_loader.py']"
390c3cec2bbab50d0ba276d8fea61e27d582172a,Fix typo in clear_caches docstring,['312cf9a1a17b14ef0ad7b93832445fcc3b5040d8'],False,['jinja2\\utils.py']
9f9606bc93da879db2071c2112f90437c5ac2eb3,"Fix and improve do_truncate

- Ensure that the requested max length be at least as long as the
  requested `end` value (e.g. 3 in the case of '...'). Fixes #539
- Add `leeway` parameter so that strings that just barely miss the
  requested max length cutoff can still be spared from unwanted truncation.
  Default value is 5.
- No longer append a space before appending `end` under any circumstances.
  Adding whitespace before ellipsis punctuation in English is grammatically
  incorrect.",['390c3cec2bbab50d0ba276d8fea61e27d582172a'],False,"['jinja2\\filters.py', 'tests\\test_filters.py']"
363ab44a48cb0c5b40d0b88b4fb36019333c2071,Fix typos in CHANGES (#626),['2e422481e9c924a0562fca8e35dcaeca7e97edd1'],False,['CHANGES']
48baa10f1e018691c23ab9441be0e1b06faf6731,Fixed error message,['d4e14fc4d20b19841c1074d3c28a3f059424354f'],False,['jinja2\\compiler.py']
74bd64e56387f5b2931040dc7235a3509cde1611,Fixed a name error for an uncommon attribute access in the sandbox,['d3b456fea3d997d84130e30e84325e57b42406b1'],False,"['CHANGES', 'jinja2\\sandbox.py']"
d1a32e7502ebd0a0605dba19a49df4cddec601e1,Better error messages for some undefines. This fixes #575,['a4dde4b0650e28bbdd7b212f4e03a991dbaff919'],False,"['CHANGES', 'jinja2\\environment.py']"
49c382a1d0577d3aacf726e62830fc04ac8fec84,"Merge pull request #610 from jab/jab-do_truncate

Fix and improve do_truncate","['5453db1711eeb33c68ed1126764ab691b81d1472', '9f9606bc93da879db2071c2112f90437c5ac2eb3']",True,[]
b3c174b31aec1ad30225e443dbccda872cdf94e2,Fix and/or logic in docs (#521),['e7e3752c39b3b07745edbfd63a1f46cc4566b436'],False,['docs\\templates.rst']
fa2d955542b36ca8a9e863e1145a3d4ac17d1c34,Fix various optimizer bugs. This fixes #548,['894ddb1b36d3fe3904db794fad4a4392f94804c4'],False,"['jinja2\\compiler.py', 'jinja2\\environment.py', 'jinja2\\filters.py', 'jinja2\\nodes.py', 'jinja2\\optimizer.py']"
6235644d33ca6b378cc7b46e4f8ded16b4735714,"Add support for explicit callers

This adds support for a never intended Jinja2 feature which however
worked in limited support before due to a bug with the identifier
scoping.  A quick github code search indicates that developers
commonly did this to set the default caller to none.

This fixes #642",['e3022523a51a4c6569f9e21625ca2cebcc7ce98a'],False,"['CHANGES', 'jinja2\\compiler.py', 'jinja2\\runtime.py', 'tests\\test_regression.py']"
07c33a5a3c69c771128227213f6e59a11b433121,Added bug reference,['6f7fa5cdcdd1018f1ca7475145785acc26dd960e'],False,['CHANGES']
462b7868a2f83e1660291e47a8da5452e1d1fd19,Fix another invalid \s escale sequence,['76a8b5e85f0b7ea8d9b23d93c5a113c3aac0d63f'],False,['jinja2\\ext.py']
414c1d1e62347799a1f60e0a72c27b764b65f0c0,fix failing tests: removed some broken code (#661),['222b3624dec607d211fb38c929c9f6163927356e'],False,['jinja2\\filters.py']
c74de7282b46da34e761f81e007f6a523d355c06,fix failing tests: removed some broken code (#661),['c6ddeb7d5f64789ed0bbc1ffef8596a79bc06fd9'],False,['jinja2\\filters.py']
96f52e6a8fd5acde115d70e3f9dcc55b28737078,Fix typo (#687),['b5d4599a747205b17bbb240ec370a83c4d8a2149'],False,['docs\\api.rst']
a8a9ec2f29d2fb5227a3d37e7f56005795dd98bf,"Fix custom contexts in fast resolve mode

closes #675",['96f52e6a8fd5acde115d70e3f9dcc55b28737078'],False,"['CHANGES', 'jinja2\\runtime.py', 'tests\\test_regression.py']"
c8b37d4d1bd6a9377bc0dda8d94e10f9c611c91d,fix unicode for py2,['5de1f1b26b452739e9bb9084814275a7eba3ec2f'],False,['tests\\test_lexnparse.py']
2e15e52adf0c07028501f64cb8d15f70bf64bce8,"fix random test for py2
add changelog",['c8636fed17f08fd052ec25c3607f3743812eb049'],False,"['CHANGES', 'tests\\test_filters.py']"
5ffbf8e5715bb4512b14427ba237b61f484a39c4,fix docs warnings,['5477175dab46fbbd266e5f2ae46cd944002cac9d'],False,"['docs\\extensions.rst', 'docs\\templates.rst', 'jinja2\\lexer.py']"
68820c39765bb54b548a90746b75484694ad507c,quickly fix py3 tests,['2ffeb693e337828e9955ab1371cf20a81bef0459'],False,['tests\\test_nativetypes.py']
60a7e775d487c8de9f1b0f23c91ca9845c161fc2,"Fix regression in 2.9 involving unsafe Context.get_all() usage

Since commit d67f0fd4cc2a4af08f51f4466150d49da7798729, callers
of Context.get_all() need to make a copy it they're going to
modify the result.

Fixes: d67f0fd4cc2a (""Generalize scoping.  This fixes #603"")",['3f49ba22da84253d11f969e43ac6a1ebbb4524ba'],False,['jinja2\\debug.py']
4750cf7c69c0ce2a0c44cc68c2fc06b984774e5e,Minor docstring grammar fix (#772),['fc5be479ddb3ffd2687607aada5a53bd5304f060'],False,['jinja2\\environment.py']
31f92b5947e9dba8ba997dd93921cbf1538bb79f,Fix typo in docstring (#779),['c3147611ec6bbfd8b6e42637c73a68e29de1e2e7'],False,['jinja2\\filters.py']
78928bffab5b457bb05c41fd677695b6f4200507,Fix typo instanciable > instantiable,['9b255f4c36608455d901ebe75be809df38f03710'],False,['jinja2\\nodes.py']
fe3dadacdf4cf411d0a5b6bbd4d5234697a28af2,"Merge pull request #787 from SabujXi/patch-1

Fix typo instanciable > instantiable","['9b255f4c36608455d901ebe75be809df38f03710', '78928bffab5b457bb05c41fd677695b6f4200507']",True,[]
1f60059729fb4a49bfa32780844047b631941669,"fix code block markup

closes #800",['fe3dadacdf4cf411d0a5b6bbd4d5234697a28af2'],False,['docs\\templates.rst']
989a7db2347d39bd75618dc306c3c83560d83a34,"add changelog
fix unrelated docs issue",['2c49d14ceca875ae7ae6631bef5b37519137c24e'],False,"['CHANGES.rst', 'docs\\templates.rst']"
f2e9280f5e5a4e753edb33415f9a16e56b20562a,"Fix typos (#815)

Found via `codespell -q 3` using v1.12.0.dev0",['041b7385c3d50f1701ce68f1f1a7717787c0c06b'],False,"['jinja2\\environment.py', 'jinja2\\filters.py', 'jinja2\\nodes.py', 'jinja2\\sandbox.py', 'jinja2\\utils.py', 'scripts\\pylintrc']"
a922a5f331b4b4ad2207a58771a2d7d9a487f4d1,Fix typo: apparenlty -> apparently.,['f2e9280f5e5a4e753edb33415f9a16e56b20562a'],False,['jinja2\\sandbox.py']
3d7cfc844bfc826a325573f550681121051004ea,"Merge pull request #820 from jdufresne/typo

Fix typo: apparenlty -> apparently.","['f2e9280f5e5a4e753edb33415f9a16e56b20562a', 'a922a5f331b4b4ad2207a58771a2d7d9a487f4d1']",True,[]
bfdc8467d4bf20d61e076a08c045cd8262e6deed,"Fix escaped characters in indent filter

This unescapes after concatenating, to fix a bug introduced in Jinja
2.10 where lines concatenated contain escaped versions of non-ascii
characters.",['34b1ab9f6ef25d392b7440eff1f1ffaff007bb6f'],False,['jinja2\\filters.py']
e937c8a0de02bbbb5f19f9a65e0f2f9a0ffb6446,"Fix cases where filter input is not a Markup type

The previous commit assumes that the filter will always be a Markup
type, which is not correct.",['bfdc8467d4bf20d61e076a08c045cd8262e6deed'],False,['jinja2\\filters.py']
50995cb7f9fecdd34cacc2ed1b89d5847aac890f,Fix spelling in docstring,['863558131ca99abb7ba0aa0ebb6777c173b34549'],False,['tests\\test_filters.py']
5db859c5c3f43d403eaaff3e65b0aa8b2bdc5d13,Apply unesacpe fix when blank is True,['50995cb7f9fecdd34cacc2ed1b89d5847aac890f'],False,['jinja2\\filters.py']
3bb2ef8b83cd04bcd77361a4d6a86b3bf4f89529,"Merge pull request #826 from terminalmage/issue823

Fix escaped characters in indent filter","['34b1ab9f6ef25d392b7440eff1f1ffaff007bb6f', 'a2f5e2c7972c4d5148c1c75c724e24950d8605bc']",True,[]
65337f8a78073404bf8d99625c77bafd63b048b2,Fix small typo,['e1e7735c7670166a542ceb1e20ab2ca651cd72ee'],False,['docs\\api.rst']
06b10ecb1dabc7ec57180b47a254b4a9fe5df9e9,"Merge pull request #840 from nwalsh1995/master

Fix small typo in docs/api.rst","['e1e7735c7670166a542ceb1e20ab2ca651cd72ee', '65337f8a78073404bf8d99625c77bafd63b048b2']",True,[]
e2f0470fceccb69f913dd9b05b4d1a2de4d687d3,temporarily pin pytest to avoid test bug,['abf6089858bf2f8e1e2b746566ff3679e8eba440'],False,['tox.ini']
0ece61041fc79ad573b07ada39174a82c6e9428c,"Merge pull request #883 from pallets/pytest

temporarily pin pytest to avoid test bug","['abf6089858bf2f8e1e2b746566ff3679e8eba440', 'e2f0470fceccb69f913dd9b05b4d1a2de4d687d3']",True,[]
dd05562460825f234bc3d6754bbc30d4d95c2230,Fix ambiguity in include section,['7a6704db55fcd9bbe5a90c3868e03f5a5fcf176a'],False,['docs\\templates.rst']
11888dcd1aabb85a90ae7e8d2ab2a39378b9a16c,"Merge pull request #914 from greyli/fix-tag-statement-in-docs

[Docs] Fix ambiguity in include section","['7a6704db55fcd9bbe5a90c3868e03f5a5fcf176a', 'dd05562460825f234bc3d6754bbc30d4d95c2230']",True,[]
f98266115d021727809fb5876136c9142abce505,parser: Fix typo `self.lineno` -> `token.lineno`,['11888dcd1aabb85a90ae7e8d2ab2a39378b9a16c'],False,['jinja2\\parser.py']
c89351fd451f45874df4c5643823a1bbbe4364d1,"Merge pull request #918 from TGogniashvili/tg.fix-lineno

parser: Fix typo `self.lineno` -> `token.lineno`","['11888dcd1aabb85a90ae7e8d2ab2a39378b9a16c', 'f98266115d021727809fb5876136c9142abce505']",True,[]
9e410c7b04a91cb296aaaa39788d67bf8491b986,"Fix broken nl2br filter example

This example attempts to handle both Windows-style and Unix-style line endings, but does it wrong; as noted at https://stackoverflow.com/q/12521127/1709587, the regex here will match a single \r\n as if it were a double line-break, which results in all single Windows-style line-breaks getting converted into <p> breaks instead of <br> breaks as intended.

This patch fixes that by applying Alan Moore's proposed fix from https://stackoverflow.com/a/12521544/1709587 of using a negative lookahead so that a \r cannot be counted as a line break if it is followed by a \n (while still allowing the \r\n combination to count as a line break).",['a7f1f528f5e77d5401a96aa326885508245f7c6f'],False,['docs\\api.rst']
dd6c76599c14f9fc1995404996a5466db4a6b67d,"Merge pull request #929 from ExplodingCabbage/fix-nl2br

Fix broken nl2br filter example","['a7f1f528f5e77d5401a96aa326885508245f7c6f', '9e410c7b04a91cb296aaaa39788d67bf8491b986']",True,[]
a9d557f6fa2915e7374c081d6b9a3d0b69a7c1f8,Fix typo,['9fe9520f2daa1df6079b188adba758d6e03d6af2'],False,['docs\\api.rst']
6e08416ce263d3d88cd95079b7c2f8f3bd9bccff,"Merge pull request #943 from RubenGarcia/master

Fix typo","['9fe9520f2daa1df6079b188adba758d6e03d6af2', 'a9d557f6fa2915e7374c081d6b9a3d0b69a7c1f8']",True,[]
722ee987290036f06e481dafca63c3fb574e4853,"Fix tox docs-html builds

These have been broken for about a month now because of the upgrade
to Sphinx 2. This upgrade happened automatically because we do not
have the version pinned.

Luckily this issue appears to only be from having Python 2 syntax in
the docs script, so making that compatible with Python 3 fixes the
error and allows the docs to pass.",['c4c4088945a2c12535f539be7f5453b9ca94666c'],False,['docs\\conf.py']
64b44589fb462f074889b6faeeca9297472b86fd,"Merge pull request #982 from kevin-brown/sphinx-upgrade

Fix tox docs-html builds","['c4c4088945a2c12535f539be7f5453b9ca94666c', '722ee987290036f06e481dafca63c3fb574e4853']",True,[]
7d00a40465c89bee141ab5a3db545a20e7d30509,Fix lexer being extremely slow on large amounts of whitespace. Fixes #857,['fd89fed7456e755e33ba70674c41be5ab222e193'],False,['jinja2\\lexer.py']
888dc8d81a03db1fcd76adc4b2e23f9beec39b5d,"Fix use of 'is' operator for comparison

The 'is' operator is not meant to be used for comparisons. It currently working is an implementation detail of CPython.
CPython 3.8 has added a SyntaxWarning for this.",['e2140487aae1a884afa1f10330d8849cdca62eae'],False,['ext\\inlinegettext.py']
62ca10664f09548bdfe83830f8447e9cad01650a,docs(filters): fix typo `columwrapper` => `columnwrapper`,['c4813e51ad664bca17773517462610c1578a6850'],False,['jinja2\\filters.py']
30685be0896119b3d6cd0f3d5baa8a616cfb8e14,"Merge pull request #1004 from myii/patch-1

docs(filters): fix typo `columwrapper` => `columnwrapper`","['c4813e51ad664bca17773517462610c1578a6850', '62ca10664f09548bdfe83830f8447e9cad01650a']",True,[]
